Year,구분,A. 시도,B. 시군구,Value
2016,조혼인율,2.서울특별시,금천구,5.7
2017,조혼인율,2.서울특별시,금천구,6.2
2018,조혼인율,2.서울특별시,금천구,5.5
2019,조혼인율,2.서울특별시,금천구,5.4
2020,조혼인율,2.서울특별시,금천구,5.6
2021,조혼인율,2.서울특별시,금천구,4.6
2001,조혼인율,2.서울특별시,노원구,7
2002,조혼인율,2.서울특별시,노원구,6.6
2003,조혼인율,2.서울특별시,노원구,6.2
2004,조혼인율,2.서울특별시,노원구,6.1
2005,조혼인율,2.서울특별시,노원구,6
2006,조혼인율,2.서울특별시,노원구,6.4
2007,조혼인율,2.서울특별시,노원구,6.5
2008,조혼인율,2.서울특별시,노원구,5.9
2009,조혼인율,2.서울특별시,노원구,5.5
2010,조혼인율,2.서울특별시,노원구,5.8
2011,조혼인율,2.서울특별시,노원구,6.2
2012,조혼인율,2.서울특별시,노원구,6.1
2013,조혼인율,2.서울특별시,노원구,5.8
2014,조혼인율,2.서울특별시,노원구,5.5
2015,조혼인율,2.서울특별시,노원구,5.5
2016,조혼인율,2.서울특별시,노원구,4.9
2017,조혼인율,2.서울특별시,노원구,4.4
2018,조혼인율,2.서울특별시,노원구,4.1
2019,조혼인율,2.서울특별시,노원구,4
2020,조혼인율,2.서울특별시,노원구,3.8
2021,조혼인율,2.서울특별시,노원구,3.4
2001,조혼인율,2.서울특별시,도봉구,6.4
2002,조혼인율,2.서울특별시,도봉구,6.1
2003,조혼인율,2.서울특별시,도봉구,6.1
2004,조혼인율,2.서울특별시,도봉구,6.2
2005,조혼인율,2.서울특별시,도봉구,5.5
2006,조혼인율,2.서울특별시,도봉구,6
2007,조혼인율,2.서울특별시,도봉구,6.2
2008,조혼인율,2.서울특별시,도봉구,6.1
2009,조혼인율,2.서울특별시,도봉구,5.5
2010,조혼인율,2.서울특별시,도봉구,5.8
2011,조혼인율,2.서울특별시,도봉구,5.9
2012,조혼인율,2.서울특별시,도봉구,5.9
2013,조혼인율,2.서울특별시,도봉구,5.8
2014,조혼인율,2.서울특별시,도봉구,5.1
2015,조혼인율,2.서울특별시,도봉구,5.2
2016,조혼인율,2.서울특별시,도봉구,4.7
2017,조혼인율,2.서울특별시,도봉구,4.5
2018,조혼인율,2.서울특별시,도봉구,4.4
2019,조혼인율,2.서울특별시,도봉구,4
2020,조혼인율,2.서울특별시,도봉구,3.7
2021,조혼인율,2.서울특별시,도봉구,3
2001,조혼인율,2.서울특별시,동대문구,6.9
2002,조혼인율,2.서울특별시,동대문구,6.6
2003,조혼인율,2.서울특별시,동대문구,6.7
2004,조혼인율,2.서울특별시,동대문구,6.9
2005,조혼인율,2.서울특별시,동대문구,6.8
2006,조혼인율,2.서울특별시,동대문구,6.8
2007,조혼인율,2.서울특별시,동대문구,7.2
2008,조혼인율,2.서울특별시,동대문구,6.5
2009,조혼인율,2.서울특별시,동대문구,6.4
2010,조혼인율,2.서울특별시,동대문구,6.4
2011,조혼인율,2.서울특별시,동대문구,6.5
2012,조혼인율,2.서울특별시,동대문구,6.4
2013,조혼인율,2.서울특별시,동대문구,6.5
2014,조혼인율,2.서울특별시,동대문구,5.9
2015,조혼인율,2.서울특별시,동대문구,6.1
2016,조혼인율,2.서울특별시,동대문구,5.1
2017,조혼인율,2.서울특별시,동대문구,4.8
2018,조혼인율,2.서울특별시,동대문구,5.1
2019,조혼인율,2.서울특별시,동대문구,4.7
2020,조혼인율,2.서울특별시,동대문구,4.5
2021,조혼인율,2.서울특별시,동대문구,3.7
2001,조혼인율,2.서울특별시,동작구,8.4
2002,조혼인율,2.서울특별시,동작구,8.1
2003,조혼인율,2.서울특별시,동작구,8.2
2004,조혼인율,2.서울특별시,동작구,8
2005,조혼인율,2.서울특별시,동작구,7.9
2006,조혼인율,2.서울특별시,동작구,7.9
2007,조혼인율,2.서울특별시,동작구,8.2
2008,조혼인율,2.서울특별시,동작구,7.8
2009,조혼인율,2.서울특별시,동작구,7.3
2010,조혼인율,2.서울특별시,동작구,7.5
2011,조혼인율,2.서울특별시,동작구,7.8
2012,조혼인율,2.서울특별시,동작구,8
2013,조혼인율,2.서울특별시,동작구,7.8
2014,조혼인율,2.서울특별시,동작구,7.3
2015,조혼인율,2.서울특별시,동작구,7.2
2016,조혼인율,2.서울특별시,동작구,6.4
2017,조혼인율,2.서울특별시,동작구,5.8
2018,조혼인율,2.서울특별시,동작구,5.4
2019,조혼인율,2.서울특별시,동작구,5.3
2020,조혼인율,2.서울특별시,동작구,4.9
2021,조혼인율,2.서울특별시,동작구,4.1
2001,조혼인율,2.서울특별시,마포구,8.5
2002,조혼인율,2.서울특별시,마포구,8.2
2003,조혼인율,2.서울특별시,마포구,8.7
2004,조혼인율,2.서울특별시,마포구,8.8
2005,조혼인율,2.서울특별시,마포구,8.3
2006,조혼인율,2.서울특별시,마포구,8.7
2007,조혼인율,2.서울특별시,마포구,8.8
2008,조혼인율,2.서울특별시,마포구,8.3
2009,조혼인율,2.서울특별시,마포구,7.7
2010,조혼인율,2.서울특별시,마포구,8.1
2011,조혼인율,2.서울특별시,마포구,8.2
2012,조혼인율,2.서울특별시,마포구,8
2013,조혼인율,2.서울특별시,마포구,7.9
2014,조혼인율,2.서울특별시,마포구,7.5
2015,조혼인율,2.서울특별시,마포구,8.4
2016,조혼인율,2.서울특별시,마포구,6.9
2017,조혼인율,2.서울특별시,마포구,6.2
2018,조혼인율,2.서울특별시,마포구,6.1
2019,조혼인율,2.서울특별시,마포구,5.5
2020,조혼인율,2.서울특별시,마포구,5.3
2021,조혼인율,2.서울특별시,마포구,4.3
2001,조혼인율,2.서울특별시,서대문구,7.7
2002,조혼인율,2.서울특별시,서대문구,7.5
2003,조혼인율,2.서울특별시,서대문구,7.1
2004,조혼인율,2.서울특별시,서대문구,6.5
2005,조혼인율,2.서울특별시,서대문구,6.4
2006,조혼인율,2.서울특별시,서대문구,7.2
2007,조혼인율,2.서울특별시,서대문구,7.3
2008,조혼인율,2.서울특별시,서대문구,6.5
2009,조혼인율,2.서울특별시,서대문구,6
2010,조혼인율,2.서울특별시,서대문구,6.2
2011,조혼인율,2.서울특별시,서대문구,6.5
2012,조혼인율,2.서울특별시,서대문구,6.5
2013,조혼인율,2.서울특별시,서대문구,6.4
2014,조혼인율,2.서울특별시,서대문구,5.7
2015,조혼인율,2.서울특별시,서대문구,5.6
2016,조혼인율,2.서울특별시,서대문구,5.4
2017,조혼인율,2.서울특별시,서대문구,5
2018,조혼인율,2.서울특별시,서대문구,4.6
2019,조혼인율,2.서울특별시,서대문구,4.8
2020,조혼인율,2.서울특별시,서대문구,4.1
2021,조혼인율,2.서울특별시,서대문구,3.4
2001,조혼인율,2.서울특별시,서초구,7.6
2002,조혼인율,2.서울특별시,서초구,6.7
2003,조혼인율,2.서울특별시,서초구,7.5
2004,조혼인율,2.서울특별시,서초구,7.2
2005,조혼인율,2.서울특별시,서초구,7.3
2006,조혼인율,2.서울특별시,서초구,7.2
2007,조혼인율,2.서울특별시,서초구,7.1
2008,조혼인율,2.서울특별시,서초구,6.7
2009,조혼인율,2.서울특별시,서초구,7.3
2010,조혼인율,2.서울특별시,서초구,7
2011,조혼인율,2.서울특별시,서초구,7.1
2012,조혼인율,2.서울특별시,서초구,7.2
2013,조혼인율,2.서울특별시,서초구,6.9
2014,조혼인율,2.서울특별시,서초구,6.5
2015,조혼인율,2.서울특별시,서초구,6.4
2016,조혼인율,2.서울특별시,서초구,6.1
2017,조혼인율,2.서울특별시,서초구,5.2
2018,조혼인율,2.서울특별시,서초구,5.2
2019,조혼인율,2.서울특별시,서초구,4.9
2020,조혼인율,2.서울특별시,서초구,4.4
2021,조혼인율,2.서울특별시,서초구,3.6
2001,조혼인율,2.서울특별시,성동구,8.7
2002,조혼인율,2.서울특별시,성동구,7.5
2003,조혼인율,2.서울특별시,성동구,7.6
2004,조혼인율,2.서울특별시,성동구,7.8
2005,조혼인율,2.서울특별시,성동구,7.9
2006,조혼인율,2.서울특별시,성동구,8
2007,조혼인율,2.서울특별시,성동구,8.3
2008,조혼인율,2.서울특별시,성동구,7.2
2009,조혼인율,2.서울특별시,성동구,6.8
2010,조혼인율,2.서울특별시,성동구,7.5
2011,조혼인율,2.서울특별시,성동구,7.7
2012,조혼인율,2.서울특별시,성동구,8.2
2013,조혼인율,2.서울특별시,성동구,8.3
2014,조혼인율,2.서울특별시,성동구,7.3
2015,조혼인율,2.서울특별시,성동구,7.1
2016,조혼인율,2.서울특별시,성동구,6.6
2017,조혼인율,2.서울특별시,성동구,7.1
2018,조혼인율,2.서울특별시,성동구,6.6
2019,조혼인율,2.서울특별시,성동구,5.9
2020,조혼인율,2.서울특별시,성동구,5.4
2021,조혼인율,2.서울특별시,성동구,4.5
2001,조혼인율,2.서울특별시,성북구,7.1
2002,조혼인율,2.서울특별시,성북구,6.3
2003,조혼인율,2.서울특별시,성북구,7.2
2004,조혼인율,2.서울특별시,성북구,6.7
2005,조혼인율,2.서울특별시,성북구,7
2006,조혼인율,2.서울특별시,성북구,7.1
2007,조혼인율,2.서울특별시,성북구,7.1
2008,조혼인율,2.서울특별시,성북구,6.5
2009,조혼인율,2.서울특별시,성북구,6.2
2010,조혼인율,2.서울특별시,성북구,6.7
2011,조혼인율,2.서울특별시,성북구,6.5
2012,조혼인율,2.서울특별시,성북구,6.2
2013,조혼인율,2.서울특별시,성북구,6
2014,조혼인율,2.서울특별시,성북구,5.2
2015,조혼인율,2.서울특별시,성북구,5.2
2016,조혼인율,2.서울특별시,성북구,4.8
2017,조혼인율,2.서울특별시,성북구,4.4
2018,조혼인율,2.서울특별시,성북구,4.4
2019,조혼인율,2.서울특별시,성북구,4.4
2020,조혼인율,2.서울특별시,성북구,3.9
2021,조혼인율,2.서울특별시,성북구,3.4
2001,조혼인율,2.서울특별시,송파구,7.4
2002,조혼인율,2.서울특별시,송파구,7.1
2003,조혼인율,2.서울특별시,송파구,7.1
2004,조혼인율,2.서울특별시,송파구,6.5
2005,조혼인율,2.서울특별시,송파구,6.8
2006,조혼인율,2.서울특별시,송파구,6.9
2007,조혼인율,2.서울특별시,송파구,7.5
2008,조혼인율,2.서울특별시,송파구,7.6
2009,조혼인율,2.서울특별시,송파구,7.7
2010,조혼인율,2.서울특별시,송파구,7.1
2011,조혼인율,2.서울특별시,송파구,7.3
2012,조혼인율,2.서울특별시,송파구,7.3
2013,조혼인율,2.서울특별시,송파구,6.7
2014,조혼인율,2.서울특별시,송파구,6.8
2015,조혼인율,2.서울특별시,송파구,6.7
2016,조혼인율,2.서울특별시,송파구,6.3
2017,조혼인율,2.서울특별시,송파구,6
2018,조혼인율,2.서울특별시,송파구,5.6
2019,조혼인율,2.서울특별시,송파구,5.5
2020,조혼인율,2.서울특별시,송파구,4.9
2021,조혼인율,2.서울특별시,송파구,3.9
2001,조혼인율,2.서울특별시,양천구,6.3
2002,조혼인율,2.서울특별시,양천구,5.6
2003,조혼인율,2.서울특별시,양천구,5.6
2004,조혼인율,2.서울특별시,양천구,5.7
2005,조혼인율,2.서울특별시,양천구,5.8
2006,조혼인율,2.서울특별시,양천구,5.6
2007,조혼인율,2.서울특별시,양천구,6.1
2008,조혼인율,2.서울특별시,양천구,5.3
2009,조혼인율,2.서울특별시,양천구,5.3
2010,조혼인율,2.서울특별시,양천구,5.1
2011,조혼인율,2.서울특별시,양천구,5.6
2012,조혼인율,2.서울특별시,양천구,5.4
2013,조혼인율,2.서울특별시,양천구,5.4
2014,조혼인율,2.서울특별시,양천구,5.1
2015,조혼인율,2.서울특별시,양천구,5.2
2016,조혼인율,2.서울특별시,양천구,4.7
2017,조혼인율,2.서울특별시,양천구,4.3
2018,조혼인율,2.서울특별시,양천구,4.2
2019,조혼인율,2.서울특별시,양천구,3.7
2020,조혼인율,2.서울특별시,양천구,3.6
2021,조혼인율,2.서울특별시,양천구,3
2001,조혼인율,2.서울특별시,영등포구,8.5
2002,조혼인율,2.서울특별시,영등포구,7.9
2003,조혼인율,2.서울특별시,영등포구,7.7
2004,조혼인율,2.서울특별시,영등포구,8.2
2005,조혼인율,2.서울특별시,영등포구,8.6
2006,조혼인율,2.서울특별시,영등포구,8.7
2007,조혼인율,2.서울특별시,영등포구,8.8
2008,조혼인율,2.서울특별시,영등포구,8.4
2009,조혼인율,2.서울특별시,영등포구,8.3
2010,조혼인율,2.서울특별시,영등포구,8.2
2011,조혼인율,2.서울특별시,영등포구,8.5
2012,조혼인율,2.서울특별시,영등포구,8.1
2013,조혼인율,2.서울특별시,영등포구,8.1
2014,조혼인율,2.서울특별시,영등포구,7.8
2015,조혼인율,2.서울특별시,영등포구,7.9
2016,조혼인율,2.서울특별시,영등포구,7.1
2017,조혼인율,2.서울특별시,영등포구,7
2018,조혼인율,2.서울특별시,영등포구,7.4
2019,조혼인율,2.서울특별시,영등포구,6.8
2020,조혼인율,2.서울특별시,영등포구,6.6
2021,조혼인율,2.서울특별시,영등포구,5.6
2001,조혼인율,2.서울특별시,용산구,7.6
2002,조혼인율,2.서울특별시,용산구,7
2003,조혼인율,2.서울특별시,용산구,7.3
2004,조혼인율,2.서울특별시,용산구,7.2
2005,조혼인율,2.서울특별시,용산구,7.4
2006,조혼인율,2.서울특별시,용산구,8
2007,조혼인율,2.서울특별시,용산구,8.5
2008,조혼인율,2.서울특별시,용산구,8.3
2009,조혼인율,2.서울특별시,용산구,7.3
2010,조혼인율,2.서울특별시,용산구,7.5
2011,조혼인율,2.서울특별시,용산구,7.9
2012,조혼인율,2.서울특별시,용산구,8
2013,조혼인율,2.서울특별시,용산구,7.7
2014,조혼인율,2.서울특별시,용산구,6.8
2015,조혼인율,2.서울특별시,용산구,6.7
2016,조혼인율,2.서울특별시,용산구,6.2
2017,조혼인율,2.서울특별시,용산구,6.2
2018,조혼인율,2.서울특별시,용산구,6.4
2019,조혼인율,2.서울특별시,용산구,6
2020,조혼인율,2.서울특별시,용산구,5.4
2021,조혼인율,2.서울특별시,용산구,4.6
2001,조혼인율,2.서울특별시,은평구,7.4
2002,조혼인율,2.서울특별시,은평구,7.1
2003,조혼인율,2.서울특별시,은평구,7.3
2004,조혼인율,2.서울특별시,은평구,6.7
2005,조혼인율,2.서울특별시,은평구,6.6
2006,조혼인율,2.서울특별시,은평구,6.6
2007,조혼인율,2.서울특별시,은평구,6.6
2008,조혼인율,2.서울특별시,은평구,6.3
2009,조혼인율,2.서울특별시,은평구,6.1
2010,조혼인율,2.서울특별시,은평구,6.4
2011,조혼인율,2.서울특별시,은평구,6.6
2012,조혼인율,2.서울특별시,은평구,6.6
2013,조혼인율,2.서울특별시,은평구,6.6
2014,조혼인율,2.서울특별시,은평구,5.9
2015,조혼인율,2.서울특별시,은평구,5.7
2016,조혼인율,2.서울특별시,은평구,5.3
2017,조혼인율,2.서울특별시,은평구,4.8
2018,조혼인율,2.서울특별시,은평구,5
2019,조혼인율,2.서울특별시,은평구,4.6
2020,조혼인율,2.서울특별시,은평구,4.4
2021,조혼인율,2.서울특별시,은평구,3.4
2001,조혼인율,2.서울특별시,종로구,7.7
2002,조혼인율,2.서울특별시,종로구,7.5
2003,조혼인율,2.서울특별시,종로구,7.5
2004,조혼인율,2.서울특별시,종로구,6.6
2005,조혼인율,2.서울특별시,종로구,6.7
2006,조혼인율,2.서울특별시,종로구,6.2
2007,조혼인율,2.서울특별시,종로구,7
2008,조혼인율,2.서울특별시,종로구,6.4
2009,조혼인율,2.서울특별시,종로구,5.6
2010,조혼인율,2.서울특별시,종로구,6.1
2011,조혼인율,2.서울특별시,종로구,6.5
2012,조혼인율,2.서울특별시,종로구,6.2
2013,조혼인율,2.서울특별시,종로구,5.6
2014,조혼인율,2.서울특별시,종로구,5.5
2015,조혼인율,2.서울특별시,종로구,5.3
2016,조혼인율,2.서울특별시,종로구,5.1
2017,조혼인율,2.서울특별시,종로구,4.7
2018,조혼인율,2.서울특별시,종로구,4.6
2019,조혼인율,2.서울특별시,종로구,4
2020,조혼인율,2.서울특별시,종로구,3.9
2021,조혼인율,2.서울특별시,종로구,3.3
2001,조혼인율,2.서울특별시,중구,8.4
2002,조혼인율,2.서울특별시,중구,7
2003,조혼인율,2.서울특별시,중구,7.1
2004,조혼인율,2.서울특별시,중구,7.6
2005,조혼인율,2.서울특별시,중구,6.9
2006,조혼인율,2.서울특별시,중구,7.9
2007,조혼인율,2.서울특별시,중구,8.1
2008,조혼인율,2.서울특별시,중구,7.6
2009,조혼인율,2.서울특별시,중구,7
2010,조혼인율,2.서울특별시,중구,8.1
2011,조혼인율,2.서울특별시,중구,7.1
2012,조혼인율,2.서울특별시,중구,8
2013,조혼인율,2.서울특별시,중구,6.7
2014,조혼인율,2.서울특별시,중구,6.8
2015,조혼인율,2.서울특별시,중구,7.5
2016,조혼인율,2.서울특별시,중구,6.6
2017,조혼인율,2.서울특별시,중구,6.5
2018,조혼인율,2.서울특별시,중구,6.4
2019,조혼인율,2.서울특별시,중구,5.9
2020,조혼인율,2.서울특별시,중구,5.4
2021,조혼인율,2.서울특별시,중구,4.9
2001,조혼인율,2.서울특별시,중랑구,7.2
2002,조혼인율,2.서울특별시,중랑구,6.4
